"permutation","balanced_accuracy"
538,0.407407407407407
539,0.333333333333333
540,0.296296296296296
541,0.481481481481481
542,0.222222222222222
543,0.444444444444444
544,0.296296296296296
545,0.222222222222222
546,0.444444444444444
547,0.444444444444444
548,0.37037037037037
549,0.259259259259259
550,0.333333333333333
551,0.444444444444444
552,0.296296296296296
553,0.481481481481482
554,0.407407407407407
555,0.259259259259259
556,0.296296296296296
557,0.37037037037037
558,0.518518518518518
559,0.37037037037037
560,0.333333333333333
561,0.111111111111111
562,0.185185185185185
563,0.407407407407407
564,0.222222222222222
565,0.37037037037037
566,0.296296296296296
567,0.333333333333333
568,0.296296296296296
569,0.222222222222222
570,0.444444444444444
571,0.333333333333333
572,0.185185185185185
573,0.555555555555556
574,0.37037037037037
575,0.222222222222222
576,0.333333333333333
577,0.148148148148148
578,0.296296296296296
579,0.37037037037037
580,0.555555555555556
581,0.185185185185185
582,0.481481481481481
583,0.333333333333333
584,0.259259259259259
585,0.259259259259259
586,0.407407407407407
587,0.444444444444444
588,0.555555555555556
589,0.481481481481482
590,0.222222222222222
591,0.37037037037037
592,0.185185185185185
593,0.37037037037037
594,0.333333333333333
595,0.259259259259259
596,0.296296296296296
597,0.296296296296296
598,0.481481481481482
599,0.407407407407407
600,0.185185185185185
601,0.407407407407407
602,0.37037037037037
603,0.259259259259259
604,0.407407407407407
605,0.333333333333333
606,0.333333333333333
607,0.37037037037037
608,0.148148148148148
609,0.222222222222222
610,0.296296296296296
611,0.37037037037037
612,0.296296296296296
613,0.296296296296296
614,0.444444444444444
615,0.37037037037037
616,0.259259259259259
617,0.444444444444444
618,0.333333333333333
619,0.444444444444444
620,0.444444444444444
621,0.259259259259259
622,0.444444444444444
623,0.481481481481481
624,0.259259259259259
625,0.333333333333333
626,0.222222222222222
627,0.296296296296296
628,0.259259259259259
629,0.185185185185185
630,0.259259259259259
631,0.185185185185185
632,0.222222222222222
633,0.222222222222222
634,0.37037037037037
635,0.518518518518518
636,0.333333333333333
637,0.259259259259259
638,0.259259259259259
639,0.259259259259259
640,0.185185185185185
641,0.333333333333333
642,0.37037037037037
643,0.259259259259259
644,0.37037037037037
645,0.259259259259259
646,0.333333333333333
647,0.37037037037037
648,0.296296296296296
649,0.222222222222222
650,0.259259259259259
651,0.407407407407407
652,0.296296296296296
653,0.37037037037037
654,0.296296296296296
655,0.37037037037037
656,0.259259259259259
657,0.518518518518518
658,0.222222222222222
659,0.37037037037037
660,0.259259259259259
661,0.296296296296296
662,0.37037037037037
663,0.222222222222222
664,0.481481481481482
665,0.296296296296296
666,0.185185185185185
667,0.333333333333333
668,0.333333333333333
669,0.407407407407407
670,0.222222222222222
671,0.185185185185185
672,0.185185185185185
673,0.259259259259259
674,0.222222222222222
675,0.407407407407407
676,0.185185185185185
677,0.296296296296296
678,0.333333333333333
679,0.296296296296296
680,0.333333333333333
681,0.259259259259259
